NONCODE-ID	RNA-Length	UNIPROT-ID	Protein-Lenght	Organisms
n365884	3447	Q9Y6M1	135	Homo sapiens
n365920	761	Q49AS9	163	Homo sapiens
n365972	545	Q07955	875	Homo sapiens
n366290	2530	P31483	268	Homo sapiens
n366290	2530	Q15717	789	Homo sapiens
n366331	3188	Q15717	789	Homo sapiens
n366357	395	Q49AS9	163	Homo sapiens
n366395	776	Q13148	1086	Homo sapiens
n366396	818	Q13148	1086	Homo sapiens
n366554	2837	P31483	268	Homo sapiens
n366704	828	Q07955	875	Homo sapiens
n366714	790	B7ZL34	285	Homo sapiens
n366714	790	Q01844	217	Homo sapiens
n366756	2165	P26599	471	Homo sapiens
n366788	2040	P26599	471	Homo sapiens
n366913	304	Q15717	789	Homo sapiens
n367049	568	Q07955	875	Homo sapiens
n367096	1968	Q13148	1086	Homo sapiens
n367124	620	Q13148	1086	Homo sapiens
n367142	720	Q15717	789	Homo sapiens
n367143	330	Q07955	875	Homo sapiens
n367152	605	P35637	339	Homo sapiens
n367182	639	Q15717	789	Homo sapiens
n367218	291	Q07955	875	Homo sapiens
n367363	890	Q15717	789	Homo sapiens
n367375	1525	Q15717	789	Homo sapiens
n367422	1663	P31483	268	Homo sapiens
n367422	1663	Q15717	789	Homo sapiens
n367422	1663	Q49AS9	163	Homo sapiens
n367426	3118	Q13148	1086	Homo sapiens
n367519	2886	Q15717	789	Homo sapiens
n367640	2160	Q15717	789	Homo sapiens
n367640	2160	Q9NZI8	213	Homo sapiens
n367640	2160	Q9UKV8	478	Homo sapiens
n367646	3239	P26599	471	Homo sapiens
n367646	3239	Q15717	789	Homo sapiens
n367646	3239	Q49AS9	163	Homo sapiens
n367650	498	P26599	471	Homo sapiens
n367651	1112	P35637	339	Homo sapiens
n367651	1112	Q15717	789	Homo sapiens
n367676	2672	Q49AS9	163	Homo sapiens
n367774	741	Q49AS9	163	Homo sapiens
n367775	1039	O00425	171	Homo sapiens
n367775	1039	P35637	339	Homo sapiens
n367775	1039	Q07955	875	Homo sapiens
n367775	1039	Q15717	789	Homo sapiens
n367848	493	Q15717	789	Homo sapiens
n367885	537	Q15717	789	Homo sapiens
n367887	2589	P35637	339	Homo sapiens
n367887	2589	Q15717	789	Homo sapiens
n367887	2589	Q9UKV8	478	Homo sapiens
n367989	320	Q13148	1086	Homo sapiens
n368098	2107	Q01844	217	Homo sapiens
n368098	2107	Q15717	789	Homo sapiens
n368106	1681	P31483	268	Homo sapiens
n368106	1681	Q49AS9	163	Homo sapiens
n368394	1181	Q13148	1086	Homo sapiens
n368395	1084	Q13148	1086	Homo sapiens
n368396	1189	Q13148	1086	Homo sapiens
n368397	1623	Q13148	1086	Homo sapiens
n368398	697	Q13148	1086	Homo sapiens
n368443	988	Q15717	789	Homo sapiens
n368447	469	P31483	268	Homo sapiens
n368511	1261	Q13148	1086	Homo sapiens
n368608	1085	Q8NDV7	1227	Homo sapiens
n368608	1085	Q9HCJ0	999	Homo sapiens
n368608	1085	Q9UPQ9	853	Homo sapiens
n368610	3554	O00425	171	Homo sapiens
n368610	3554	Q15717	789	Homo sapiens
n368610	3554	Q9NZI8	213	Homo sapiens
n368610	3554	Q9UKV8	478	Homo sapiens
n368610	3554	Q9Y6M1	135	Homo sapiens
n368624	2311	Q49AS9	163	Homo sapiens
n368627	2287	Q9NZI8	213	Homo sapiens
n368637	2874	P31483	268	Homo sapiens
n368637	2874	Q13148	1086	Homo sapiens
n368637	2874	Q15717	789	Homo sapiens
n368637	2874	Q49AS9	163	Homo sapiens
n368727	1015	Q9H9G7	390	Homo sapiens
n368727	1015	Q9HCK5	1686	Homo sapiens
n368727	1015	Q9UKV8	478	Homo sapiens
n368727	1015	Q9UL18	854	Homo sapiens
n368759	557	O00425	171	Homo sapiens
n368764	583	P35637	339	Homo sapiens
n368764	583	Q01844	217	Homo sapiens
n368786	424	O00425	171	Homo sapiens
n368786	424	Q8NDV7	1227	Homo sapiens
n368786	424	Q9HCJ0	999	Homo sapiens
n368786	424	Q9NZI8	213	Homo sapiens
n368786	424	Q9UPQ9	853	Homo sapiens
n369093	663	Q15717	789	Homo sapiens
n369186	2368	Q15717	789	Homo sapiens
n369243	228	P31483	268	Homo sapiens
n369376	1204	Q8NDV7	1227	Homo sapiens
n369376	1204	Q9HCJ0	999	Homo sapiens
n369376	1204	Q9UPQ9	853	Homo sapiens
n369419	886	P31483	268	Homo sapiens
n369419	886	Q15717	789	Homo sapiens
n369419	886	Q49AS9	163	Homo sapiens
n369453	1642	Q01844	217	Homo sapiens
n369469	2207	Q49AS9	163	Homo sapiens
n369487	1183	Q49AS9	163	Homo sapiens
n369505	707	P35637	339	Homo sapiens
n369512	1999	B7ZL34	285	Homo sapiens
n369512	1999	Q07955	875	Homo sapiens
n369512	1999	Q15717	789	Homo sapiens
n369512	1999	Q9NZI8	213	Homo sapiens
n369512	1999	Q9Y6M1	135	Homo sapiens
n369663	410	Q15717	789	Homo sapiens
n369699	495	Q07955	875	Homo sapiens
n369735	3365	Q13148	1086	Homo sapiens
n369769	708	Q07955	875	Homo sapiens
n369808	930	Q49AS9	163	Homo sapiens
n369876	463	O00425	171	Homo sapiens
n369876	463	P35637	339	Homo sapiens
n369876	463	Q07955	875	Homo sapiens
n369876	463	Q9Y6M1	135	Homo sapiens
n369879	1783	Q15717	789	Homo sapiens
n369879	1783	Q9UKV8	478	Homo sapiens
n369881	1954	Q49AS9	163	Homo sapiens
n369925	856	Q13148	1086	Homo sapiens
n369955	316	Q07955	875	Homo sapiens
n369984	575	Q07955	875	Homo sapiens
n369984	575	Q15717	789	Homo sapiens
n369984	575	Q9HCE1	856	Homo sapiens
n369995	577	Q15717	789	Homo sapiens
n369997	1608	Q15717	789	Homo sapiens
n370008	1031	P31483	268	Homo sapiens
n370013	826	Q49AS9	163	Homo sapiens
n370058	424	Q15717	789	Homo sapiens
n370070	245	Q07955	875	Homo sapiens
n370090	2432	Q49AS9	163	Homo sapiens
n370117	1935	Q07955	875	Homo sapiens
n370126	252	Q9Y6M1	135	Homo sapiens
n370152	1970	P26599	471	Homo sapiens
n370153	1103	Q13148	1086	Homo sapiens
n370180	2406	Q07955	875	Homo sapiens
n370180	2406	Q15717	789	Homo sapiens
n370205	1836	P31483	268	Homo sapiens
n370205	1836	Q49AS9	163	Homo sapiens
n370290	928	B7ZL34	285	Homo sapiens
n370290	928	Q8NDV7	1227	Homo sapiens
n370290	928	Q96PU8	287	Homo sapiens
n370290	928	Q9HCJ0	999	Homo sapiens
n370290	928	Q9UPQ9	853	Homo sapiens
n370423	1451	Q15717	789	Homo sapiens
n370452	3643	P35637	339	Homo sapiens
n370540	3020	Q13148	1086	Homo sapiens
n370540	3020	Q15717	789	Homo sapiens
n370542	372	Q13148	1086	Homo sapiens
n370571	1349	Q49AS9	163	Homo sapiens
n370574	3933	P31483	268	Homo sapiens
n370574	3933	Q15717	789	Homo sapiens
n370574	3933	Q49AS9	163	Homo sapiens
n370585	716	Q86X94	1540	Homo sapiens
n370698	1198	P31483	268	Homo sapiens
n370698	1198	Q49AS9	163	Homo sapiens
n370709	583	P35637	339	Homo sapiens
n370709	583	Q86X94	1540	Homo sapiens
n370725	1991	Q15717	789	Homo sapiens
n370849	791	Q15717	789	Homo sapiens
n370880	3801	P26599	471	Homo sapiens
n370880	3801	Q15717	789	Homo sapiens
n370923	349	Q13148	1086	Homo sapiens
n370930	2743	Q9HCE1	856	Homo sapiens
n370995	913	Q07955	875	Homo sapiens
n370995	913	Q9HCE1	856	Homo sapiens
n371206	1037	Q07955	875	Homo sapiens
n371225	344	P26599	471	Homo sapiens
n371273	2128	Q15717	789	Homo sapiens
n371301	1903	Q15717	789	Homo sapiens
n371301	1903	Q9H9G7	390	Homo sapiens
n371301	1903	Q9HCK5	1686	Homo sapiens
n371301	1903	Q9UKV8	478	Homo sapiens
n371301	1903	Q9UL18	854	Homo sapiens
n371342	665	P31483	268	Homo sapiens
n371453	1212	P35637	339	Homo sapiens
n371552	2873	Q01844	217	Homo sapiens
n371587	940	P26599	471	Homo sapiens
n371665	2189	O00425	171	Homo sapiens
n371665	2189	Q15717	789	Homo sapiens
n371665	2189	Q9NZI8	213	Homo sapiens
n371665	2189	Q9UKV8	478	Homo sapiens
n371665	2189	Q9Y6M1	135	Homo sapiens
n371670	2129	Q15717	789	Homo sapiens
n371672	987	P31483	268	Homo sapiens
n371673	3206	Q9NZI8	213	Homo sapiens
n371673	3206	Q9Y6M1	135	Homo sapiens
n371680	3662	B7ZL34	285	Homo sapiens
n371680	3662	Q15717	789	Homo sapiens
n371684	3084	Q15717	789	Homo sapiens
n371761	529	Q07955	875	Homo sapiens
n371778	448	Q15717	789	Homo sapiens
n371814	2705	Q13148	1086	Homo sapiens
n371891	3005	Q15717	789	Homo sapiens
n371907	609	Q15717	789	Homo sapiens
n371910	617	Q01844	217	Homo sapiens
n371910	617	Q49AS9	163	Homo sapiens
n371912	471	Q49AS9	163	Homo sapiens
n371915	795	Q15717	789	Homo sapiens
n371934	2619	Q15717	789	Homo sapiens
n371938	662	P35637	339	Homo sapiens
n372019	2383	P31483	268	Homo sapiens
n372019	2383	Q49AS9	163	Homo sapiens
n372030	2253	Q49AS9	163	Homo sapiens
n372205	1031	Q15717	789	Homo sapiens
n372205	1031	Q9NZI8	213	Homo sapiens
n372205	1031	Q9Y6M1	135	Homo sapiens
n372291	1100	Q15717	789	Homo sapiens
n372291	1100	Q49AS9	163	Homo sapiens
n372317	589	P35637	339	Homo sapiens
n372317	589	Q15717	789	Homo sapiens
n372336	808	Q9H9G7	390	Homo sapiens
n372336	808	Q9HCK5	1686	Homo sapiens
n372336	808	Q9UKV8	478	Homo sapiens
n372336	808	Q9UL18	854	Homo sapiens
n372403	2299	Q13148	1086	Homo sapiens
n372462	598	Q15717	789	Homo sapiens
n372503	428	Q15717	789	Homo sapiens
n372524	2452	Q49AS9	163	Homo sapiens
n372533	857	Q15717	789	Homo sapiens
n372578	2168	P35637	339	Homo sapiens
n372578	2168	Q15717	789	Homo sapiens
n372578	2168	Q49AS9	163	Homo sapiens
n372578	2168	Q86X94	1540	Homo sapiens
n372614	2732	P35637	339	Homo sapiens
n372685	425	P35637	339	Homo sapiens
n372685	425	Q49AS9	163	Homo sapiens
n372718	1053	O00425	171	Homo sapiens
n372725	623	P31483	268	Homo sapiens
n372786	1869	Q15717	789	Homo sapiens
n372815	788	Q15717	789	Homo sapiens
n372815	788	Q49AS9	163	Homo sapiens
n372815	788	Q86X94	1540	Homo sapiens
n372815	788	Q9HCE1	856	Homo sapiens
n372903	2207	Q15717	789	Homo sapiens
n372916	1645	Q15717	789	Homo sapiens
n372935	932	O00425	171	Homo sapiens
n372935	932	Q9NZI8	213	Homo sapiens
n372944	3965	Q15717	789	Homo sapiens
n372953	2869	B7ZL34	285	Homo sapiens
n372953	2869	O00425	171	Homo sapiens
n372953	2869	P35637	339	Homo sapiens
n372953	2869	Q01844	217	Homo sapiens
n372953	2869	Q15717	789	Homo sapiens
n372953	2869	Q49AS9	163	Homo sapiens
n372953	2869	Q8NDV7	1227	Homo sapiens
n372953	2869	Q9HCJ0	999	Homo sapiens
n372953	2869	Q9NZI8	213	Homo sapiens
n372953	2869	Q9UPQ9	853	Homo sapiens
n372953	2869	Q9Y6M1	135	Homo sapiens
n372986	676	Q15717	789	Homo sapiens
n372987	1429	Q15717	789	Homo sapiens
n372993	2443	O00425	171	Homo sapiens
n372993	2443	Q15717	789	Homo sapiens
n372993	2443	Q9H9G7	390	Homo sapiens
n372993	2443	Q9HCK5	1686	Homo sapiens
n372993	2443	Q9UKV8	478	Homo sapiens
n372993	2443	Q9UL18	854	Homo sapiens
n373434	836	Q49AS9	163	Homo sapiens
n373555	1186	Q15717	789	Homo sapiens
n373563	2469	Q15717	789	Homo sapiens
n373575	2900	Q07955	875	Homo sapiens
n373685	840	Q07955	875	Homo sapiens
n373706	2597	Q07955	875	Homo sapiens
n373758	453	Q49AS9	163	Homo sapiens
n373787	1762	Q15717	789	Homo sapiens
n373788	3368	Q15717	789	Homo sapiens
n373865	1288	P35637	339	Homo sapiens
n373886	1443	Q15717	789	Homo sapiens
n373943	1083	Q07955	875	Homo sapiens
n374027	275	Q86X94	1540	Homo sapiens
n374061	2167	O00425	171	Homo sapiens
n374109	240	Q13148	1086	Homo sapiens
n374138	358	Q49AS9	163	Homo sapiens
n374240	1410	Q13148	1086	Homo sapiens
n374487	1883	Q07955	875	Homo sapiens
n374497	2317	Q9Y6M1	135	Homo sapiens
n374499	2384	P26599	471	Homo sapiens
n374520	3624	O00425	171	Homo sapiens
n374520	3624	Q13148	1086	Homo sapiens
n374534	3775	O00425	171	Homo sapiens
n374534	3775	Q9Y6M1	135	Homo sapiens
n374536	2737	Q07955	875	Homo sapiens
n374538	343	Q07955	875	Homo sapiens
n374604	1638	Q9NZI8	213	Homo sapiens
n374652	2158	Q15717	789	Homo sapiens
n374652	2158	Q9Y6M1	135	Homo sapiens
n374660	818	P31483	268	Homo sapiens
n374660	818	Q49AS9	163	Homo sapiens
n374801	869	Q13148	1086	Homo sapiens
n375021	1799	P26599	471	Homo sapiens
n375063	2823	P26599	471	Homo sapiens
n375097	880	Q15717	789	Homo sapiens
n375209	1284	Q07955	875	Homo sapiens
n375209	1284	Q49AS9	163	Homo sapiens
n375212	734	P35637	339	Homo sapiens
n375243	403	Q07955	875	Homo sapiens
n375244	923	Q07955	875	Homo sapiens
n375266	2340	P35637	339	Homo sapiens
n375266	2340	Q15717	789	Homo sapiens
n375267	1498	Q15717	789	Homo sapiens
n375270	641	Q15717	789	Homo sapiens
n375270	641	Q9NZI8	213	Homo sapiens
n375318	425	Q13148	1086	Homo sapiens
n375340	250	Q13148	1086	Homo sapiens
n375390	349	Q07955	875	Homo sapiens
n375399	1807	Q49AS9	163	Homo sapiens
n375457	1894	Q07955	875	Homo sapiens
n375459	621	P31483	268	Homo sapiens
n375462	2365	Q13148	1086	Homo sapiens
n375473	2846	P26599	471	Homo sapiens
n375473	2846	P35637	339	Homo sapiens
n375522	2022	O00425	171	Homo sapiens
n375522	2022	Q07955	875	Homo sapiens
n375526	901	P31483	268	Homo sapiens
n375578	778	Q15717	789	Homo sapiens
n375603	456	P31483	268	Homo sapiens
n375603	456	Q13148	1086	Homo sapiens
n375603	456	Q15717	789	Homo sapiens
n375603	456	Q49AS9	163	Homo sapiens
n375625	2797	Q15717	789	Homo sapiens
n375630	2793	Q07955	875	Homo sapiens
n375659	922	Q15717	789	Homo sapiens
n375683	329	Q15717	789	Homo sapiens
n375703	2045	Q15717	789	Homo sapiens
n375715	1633	Q13148	1086	Homo sapiens
n375715	1633	Q49AS9	163	Homo sapiens
n375744	420	Q13148	1086	Homo sapiens
n375745	1126	Q13148	1086	Homo sapiens
n375746	1225	Q13148	1086	Homo sapiens
n375747	463	Q13148	1086	Homo sapiens
n375748	970	Q13148	1086	Homo sapiens
n375802	646	Q49AS9	163	Homo sapiens
n375854	2106	Q8NDV7	1227	Homo sapiens
n375854	2106	Q9HCJ0	999	Homo sapiens
n375854	2106	Q9UPQ9	853	Homo sapiens
n375857	2455	P35637	339	Homo sapiens
n375857	2455	Q15717	789	Homo sapiens
n375935	614	Q07955	875	Homo sapiens
n375968	888	P35637	339	Homo sapiens
n376010	780	P35637	339	Homo sapiens
n376188	3691	Q6PJX3	244	Homo sapiens
n376189	2050	P35637	339	Homo sapiens
n376189	2050	Q01844	217	Homo sapiens
n376189	2050	Q15717	789	Homo sapiens
n376189	2050	Q86X94	1540	Homo sapiens
n376189	2050	Q9NZI8	213	Homo sapiens
n376189	2050	Q9UKV8	478	Homo sapiens
n376203	557	O00425	171	Homo sapiens
n376203	557	Q07955	875	Homo sapiens
n376203	557	Q15717	789	Homo sapiens
n376203	557	Q9H9G7	390	Homo sapiens
n376203	557	Q9HCK5	1686	Homo sapiens
n376203	557	Q9NZI8	213	Homo sapiens
n376203	557	Q9UKV8	478	Homo sapiens
n376203	557	Q9UL18	854	Homo sapiens
n376203	557	Q9Y6M1	135	Homo sapiens
n376207	1276	Q86X94	1540	Homo sapiens
n376215	2066	O00425	171	Homo sapiens
n376215	2066	Q15717	789	Homo sapiens
n376248	342	Q9UKV8	478	Homo sapiens
n376275	482	Q13148	1086	Homo sapiens
n376313	908	Q15717	789	Homo sapiens
n376314	3114	P35637	339	Homo sapiens
n376314	3114	Q01844	217	Homo sapiens
n376314	3114	Q15717	789	Homo sapiens
n376314	3114	Q86X94	1540	Homo sapiens
n376314	3114	Q9HCE1	856	Homo sapiens
n376336	920	Q86X94	1540	Homo sapiens
n376366	3319	P26599	471	Homo sapiens
n376366	3319	Q13148	1086	Homo sapiens
n376380	1416	Q15717	789	Homo sapiens
n376381	2792	Q15717	789	Homo sapiens
n376384	813	Q15717	789	Homo sapiens
n376398	3102	P35637	339	Homo sapiens
n376398	3102	Q15717	789	Homo sapiens
n376402	448	Q13148	1086	Homo sapiens
n376403	241	Q13148	1086	Homo sapiens
n376411	815	P35637	339	Homo sapiens
n376411	815	Q15717	789	Homo sapiens
n376420	1118	Q13148	1086	Homo sapiens
n376420	1118	Q15717	789	Homo sapiens
n376424	3760	Q13148	1086	Homo sapiens
n376425	449	Q15717	789	Homo sapiens
n376433	2615	O00425	171	Homo sapiens
n376433	2615	Q01844	217	Homo sapiens
n376433	2615	Q07955	875	Homo sapiens
n376433	2615	Q86X94	1540	Homo sapiens
n376433	2615	Q9NZI8	213	Homo sapiens
n376433	2615	Q9Y6M1	135	Homo sapiens
n376434	1357	Q49AS9	163	Homo sapiens
n376473	1541	P31483	268	Homo sapiens
n376473	1541	P35637	339	Homo sapiens
n376473	1541	Q01844	217	Homo sapiens
n376473	1541	Q13148	1086	Homo sapiens
n376473	1541	Q15717	789	Homo sapiens
n376473	1541	Q49AS9	163	Homo sapiens
n376473	1541	Q86X94	1540	Homo sapiens
n376473	1541	Q9HCE1	856	Homo sapiens
n376477	1849	Q49AS9	163	Homo sapiens
n376502	1232	Q15717	789	Homo sapiens
n376504	523	Q15717	789	Homo sapiens
n376518	1382	Q01844	217	Homo sapiens
n376544	2002	Q15717	789	Homo sapiens
n376590	884	P31483	268	Homo sapiens
n376590	884	Q49AS9	163	Homo sapiens
n376755	626	Q13148	1086	Homo sapiens
n376779	1494	Q15717	789	Homo sapiens
n376979	1269	P26599	471	Homo sapiens
n377015	716	P31483	268	Homo sapiens
n377015	716	Q13148	1086	Homo sapiens
n377015	716	Q49AS9	163	Homo sapiens
n377170	1182	Q15717	789	Homo sapiens
n377214	1132	P35637	339	Homo sapiens
n377214	1132	Q15717	789	Homo sapiens
n377217	1975	Q15717	789	Homo sapiens
n377236	1375	P31483	268	Homo sapiens
n377236	1375	Q49AS9	163	Homo sapiens
n377254	557	P35637	339	Homo sapiens
n377254	557	Q01844	217	Homo sapiens
n377284	1982	Q07955	875	Homo sapiens
n377290	1523	Q49AS9	163	Homo sapiens
n377295	881	Q86X94	1540	Homo sapiens
n377416	355	Q49AS9	163	Homo sapiens
n377456	3495	Q07955	875	Homo sapiens
n377506	1576	Q15717	789	Homo sapiens
n377541	1344	Q07955	875	Homo sapiens
n377577	3566	O43251	517	Homo sapiens
n377639	1294	O00425	171	Homo sapiens
n377639	1294	P31483	268	Homo sapiens
n377639	1294	Q15717	789	Homo sapiens
n377639	1294	Q9UKV8	478	Homo sapiens
n377639	1294	Q9Y6M1	135	Homo sapiens
n377642	1812	Q15717	789	Homo sapiens
n377651	2311	Q15717	789	Homo sapiens
n377656	2260	P35637	339	Homo sapiens
n377656	2260	Q9Y6M1	135	Homo sapiens
n377659	2525	Q07955	875	Homo sapiens
n377660	2468	Q07955	875	Homo sapiens
n377660	2468	Q15717	789	Homo sapiens
n377664	1269	Q15717	789	Homo sapiens
n377664	1269	Q86X94	1540	Homo sapiens
n377664	1269	Q9NZI8	213	Homo sapiens
n377664	1269	Q9UKV8	478	Homo sapiens
n377665	2831	Q15717	789	Homo sapiens
n377665	2831	Q49AS9	163	Homo sapiens
n377669	2869	O00425	171	Homo sapiens
n377669	2869	Q9Y6M1	135	Homo sapiens
n377670	1359	O00425	171	Homo sapiens
n377670	1359	Q07955	875	Homo sapiens
n377670	1359	Q9Y6M1	135	Homo sapiens
n377672	529	Q15717	789	Homo sapiens
n377677	1365	Q15717	789	Homo sapiens
n377678	2852	Q07955	875	Homo sapiens
n377680	2271	P26599	471	Homo sapiens
n377680	2271	Q07955	875	Homo sapiens
n377683	1960	Q07955	875	Homo sapiens
n377683	1960	Q15717	789	Homo sapiens
n377684	3049	Q07955	875	Homo sapiens
n377707	2029	Q07955	875	Homo sapiens
n377717	981	O00425	171	Homo sapiens
n377717	981	Q07955	875	Homo sapiens
n377717	981	Q15717	789	Homo sapiens
n377717	981	Q9NZI8	213	Homo sapiens
n377717	981	Q9UKV8	478	Homo sapiens
n377717	981	Q9Y6M1	135	Homo sapiens
n377736	2210	Q07955	875	Homo sapiens
n377740	3454	Q15717	789	Homo sapiens
n377740	3454	Q9UKV8	478	Homo sapiens
n377740	3454	Q9Y6M1	135	Homo sapiens
n377766	2423	P26599	471	Homo sapiens
n377766	2423	P35637	339	Homo sapiens
n377766	2423	Q15717	789	Homo sapiens
n377769	3038	O43251	517	Homo sapiens
n377769	3038	P26599	471	Homo sapiens
n377771	3646	O00425	171	Homo sapiens
n377788	519	P31483	268	Homo sapiens
n377788	519	Q49AS9	163	Homo sapiens
n377795	1540	Q07955	875	Homo sapiens
n377799	979	P26599	471	Homo sapiens
n377799	979	P31483	268	Homo sapiens
n377799	979	P35637	339	Homo sapiens
n377799	979	Q01844	217	Homo sapiens
n377799	979	Q15717	789	Homo sapiens
n377799	979	Q49AS9	163	Homo sapiens
n377799	979	Q86X94	1540	Homo sapiens
n377799	979	Q9HCE1	856	Homo sapiens
n377799	979	Q9NZI8	213	Homo sapiens
n377799	979	Q9Y6M1	135	Homo sapiens
n377809	3121	Q07955	875	Homo sapiens
n377813	248	Q15717	789	Homo sapiens
n377818	2906	O00425	171	Homo sapiens
n377818	2906	P31483	268	Homo sapiens
n377818	2906	Q9NZI8	213	Homo sapiens
n377818	2906	Q9Y6M1	135	Homo sapiens
n377827	2763	O00425	171	Homo sapiens
n377827	2763	Q07955	875	Homo sapiens
n377827	2763	Q9H9G7	390	Homo sapiens
n377827	2763	Q9HCK5	1686	Homo sapiens
n377827	2763	Q9NZI8	213	Homo sapiens
n377827	2763	Q9UKV8	478	Homo sapiens
n377827	2763	Q9UL18	854	Homo sapiens
n377827	2763	Q9Y6M1	135	Homo sapiens
n377834	2969	B7ZL34	285	Homo sapiens
n377834	2969	O00425	171	Homo sapiens
n377834	2969	Q15717	789	Homo sapiens
n377834	2969	Q8NDV7	1227	Homo sapiens
n377834	2969	Q9H9G7	390	Homo sapiens
n377834	2969	Q9HCJ0	999	Homo sapiens
n377834	2969	Q9HCK5	1686	Homo sapiens
n377834	2969	Q9NZI8	213	Homo sapiens
n377834	2969	Q9UKV8	478	Homo sapiens
n377834	2969	Q9UL18	854	Homo sapiens
n377834	2969	Q9UPQ9	853	Homo sapiens
n377859	718	P26599	471	Homo sapiens
n377862	2102	Q13148	1086	Homo sapiens
n377873	2539	B7ZL34	285	Homo sapiens
n377873	2539	O00425	171	Homo sapiens
n377873	2539	Q9H9G7	390	Homo sapiens
n377873	2539	Q9HCK5	1686	Homo sapiens
n377873	2539	Q9UKV8	478	Homo sapiens
n377873	2539	Q9UL18	854	Homo sapiens
n377873	2539	Q9Y6M1	135	Homo sapiens
n377897	1440	Q15717	789	Homo sapiens
n377897	1440	Q9NZI8	213	Homo sapiens
n377897	1440	Q9Y6M1	135	Homo sapiens
n377912	1116	P35637	339	Homo sapiens
n377912	1116	Q15717	789	Homo sapiens
n377916	2759	P26599	471	Homo sapiens
n377919	612	Q9UKV8	478	Homo sapiens
n377923	3075	P26599	471	Homo sapiens
n377932	799	P26599	471	Homo sapiens
n377932	799	P31483	268	Homo sapiens
n377932	799	P35637	339	Homo sapiens
n377932	799	Q01844	217	Homo sapiens
n377932	799	Q13148	1086	Homo sapiens
n377932	799	Q15717	789	Homo sapiens
n377932	799	Q49AS9	163	Homo sapiens
n377932	799	Q8NDV7	1227	Homo sapiens
n377932	799	Q9HCJ0	999	Homo sapiens
n377932	799	Q9NZI8	213	Homo sapiens
n377932	799	Q9UPQ9	853	Homo sapiens
n377954	295	Q07955	875	Homo sapiens
n377981	578	Q13148	1086	Homo sapiens
n377982	1578	Q13148	1086	Homo sapiens
n377986	1638	Q15717	789	Homo sapiens
n377986	1638	Q9NZI8	213	Homo sapiens
n377986	1638	Q9UKV8	478	Homo sapiens
n377986	1638	Q9Y6M1	135	Homo sapiens
n377988	1149	Q07955	875	Homo sapiens
n378002	1959	P26599	471	Homo sapiens
n378002	1959	Q15717	789	Homo sapiens
n378002	1959	Q49AS9	163	Homo sapiens
n378007	1971	Q15717	789	Homo sapiens
n378039	1002	Q49AS9	163	Homo sapiens
n378054	496	Q07955	875	Homo sapiens
n378063	1526	Q07955	875	Homo sapiens
n378068	1060	P31483	268	Homo sapiens
n378068	1060	P35637	339	Homo sapiens
n378068	1060	Q07955	875	Homo sapiens
n378068	1060	Q49AS9	163	Homo sapiens
n378068	1060	Q8NDV7	1227	Homo sapiens
n378068	1060	Q9H9G7	390	Homo sapiens
n378068	1060	Q9HCJ0	999	Homo sapiens
n378068	1060	Q9HCK5	1686	Homo sapiens
n378068	1060	Q9UKV8	478	Homo sapiens
n378068	1060	Q9UL18	854	Homo sapiens
n378068	1060	Q9UPQ9	853	Homo sapiens
n378094	692	P31483	268	Homo sapiens
n378094	692	P35637	339	Homo sapiens
n378094	692	Q01844	217	Homo sapiens
n378094	692	Q15717	789	Homo sapiens
n378094	692	Q49AS9	163	Homo sapiens
n378100	2280	Q15717	789	Homo sapiens
n378107	745	P26599	471	Homo sapiens
n378107	745	P35637	339	Homo sapiens
n378107	745	Q01844	217	Homo sapiens
n378107	745	Q13148	1086	Homo sapiens
n378108	643	O00425	171	Homo sapiens
n378108	643	P35637	339	Homo sapiens
n378108	643	Q07955	875	Homo sapiens
n378108	643	Q13148	1086	Homo sapiens
n378108	643	Q8NDV7	1227	Homo sapiens
n378108	643	Q9HCJ0	999	Homo sapiens
n378108	643	Q9UPQ9	853	Homo sapiens
n378108	643	Q9Y6M1	135	Homo sapiens
n378125	2622	Q15717	789	Homo sapiens
n378136	616	Q07955	875	Homo sapiens
n378190	1267	Q49AS9	163	Homo sapiens
n378201	581	Q15717	789	Homo sapiens
n378218	642	Q49AS9	163	Homo sapiens
n378238	1893	Q9Y6M1	135	Homo sapiens
n378247	1213	P26599	471	Homo sapiens
n378251	741	P15514	316	Homo sapiens
n378252	680	B7ZL34	285	Homo sapiens
n378252	680	O00425	171	Homo sapiens
n378252	680	Q13285	408	Homo sapiens
n378252	680	Q15717	789	Homo sapiens
n378252	680	Q8NDV7	1227	Homo sapiens
n378252	680	Q96PU8	287	Homo sapiens
n378252	680	Q9H9G7	390	Homo sapiens
n378252	680	Q9HCJ0	999	Homo sapiens
n378252	680	Q9HCK5	1686	Homo sapiens
n378252	680	Q9UKV8	478	Homo sapiens
n378252	680	Q9UL18	854	Homo sapiens
n378252	680	Q9UPQ9	853	Homo sapiens
n378252	680	Q9Y6M1	135	Homo sapiens
n378273	2314	O00425	171	Homo sapiens
n378277	1317	Q07955	875	Homo sapiens
n378287	706	Q15717	789	Homo sapiens
n378313	2333	Q07955	875	Homo sapiens
n378317	955	Q13148	1086	Homo sapiens
n378350	3425	Q15717	789	Homo sapiens
n378352	3294	O00425	171	Homo sapiens
n378353	998	Q01844	217	Homo sapiens
n378353	998	Q13148	1086	Homo sapiens
n378353	998	Q15717	789	Homo sapiens
